CaseID,Duration,B2,B7_a,B7_b,D1A,D1E,EF3_a,EF3_b,EF3_c,EF3_d,EF3_e,EF3_f,EF3_g,EF3_h
5412,1031,living comfortably,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
5413,1692,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5414,856,living comfortably,good,good,yes,yes,yes,no,no,no,no,no,no,no
5415,783,doing okay,good,only fair,yes,no,no,yes,yes,yes,no,no,no,no
5416,756,doing okay,good,good,no,no,no,no,no,no,no,no,no,yes
5417,1204,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5418,877,just getting by,good,only fair,yes,yes,no,no,yes,no,yes,no,no,no
5419,1204,doing okay,poor,poor,yes,yes,no,no,yes,no,no,no,no,no
5420,1520,just getting by,good,good,no,yes,no,no,no,no,yes,no,yes,yes
5421,750,living comfortably,good,only fair,no,no,no,no,yes,no,no,no,no,no
5422,696,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5423,917,just getting by,good,good,yes,yes,no,no,no,no,no,no,no,yes
5424,768,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5425,1918,just getting by,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
5426,1285,living comfortably,good,only fair,no,no,yes,no,yes,no,no,no,no,no
5427,1888,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
5428,1226,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
5429,728,living comfortably,poor,only fair,yes,no,no,no,yes,no,no,no,no,no
5430,1358,living comfortably,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
5431,1235,living comfortably,good,good,yes,yes,no,no,yes,no,no,no,no,no
5432,515,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
5433,1314,just getting by,good,good,yes,no,no,no,yes,no,no,no,no,no
5434,1249,living comfortably,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
5435,4958,just getting by,good,good,no,yes,no,yes,no,no,yes,no,yes,no
5436,200327,living comfortably,excellent,poor,yes,yes,no,no,yes,no,no,no,no,no
5437,758,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5438,981,living comfortably,good,only fair,no,no,no,no,yes,no,no,no,no,no
5439,3952,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5440,1330,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
5441,1239,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
5442,919,doing okay,poor,poor,no,no,no,yes,yes,no,no,no,no,no
5443,839,just getting by,poor,poor,no,yes,no,no,no,no,no,no,no,yes
5444,653,doing okay,excellent,good,no,no,no,no,yes,no,no,no,no,no
5445,709,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5446,1511,living comfortably,excellent,only fair,yes,yes,no,no,yes,no,no,no,no,no
5447,874,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
5448,953,doing okay,only fair,good,yes,no,no,no,yes,no,no,no,no,no
5449,728,living comfortably,good,good,yes,no,no,no,yes,no,yes,no,no,no
5450,765,doing okay,only fair,good,no,no,no,no,yes,no,no,no,no,no
5451,1593,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5452,2413,just getting by,good,only fair,yes,yes,no,yes,yes,no,yes,no,yes,no
5453,7442,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
5454,702,doing okay,good,excellent,yes,yes,no,yes,no,no,no,no,no,no
5455,1346,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5456,851,just getting by,only fair,only fair,no,yes,no,no,no,no,no,no,yes,yes
5457,572,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
5458,1140,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
5459,1095,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
5460,468,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5461,1270,living comfortably,good,poor,yes,yes,yes,no,yes,no,no,no,no,no
5462,1353,doing okay,only fair,only fair,yes,yes,yes,no,no,no,no,no,no,no
5463,972,living comfortably,good,good,yes,yes,no,yes,no,no,no,no,no,no
5464,612,just getting by,only fair,only fair,yes,yes,no,no,no,no,yes,no,no,no
5465,1329,living comfortably,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
5466,368647,living comfortably,poor,poor,yes,yes,no,yes,no,no,no,no,no,no
5467,1343,doing okay,good,good,no,no,yes,no,yes,no,no,no,no,no
5468,1065,just getting by,good,good,yes,no,no,yes,no,no,no,no,no,no
5469,852,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5470,860,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
5471,1015,living comfortably,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
5472,1513,living comfortably,good,only fair,yes,yes,yes,no,no,no,no,no,no,no
5473,12048,just getting by,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5474,1149,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
5475,647,doing okay,only fair,only fair,no,yes,no,no,no,no,no,no,no,yes
5476,1450,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
5477,804,living comfortably,good,good,yes,yes,no,no,yes,no,no,no,no,no
5478,1247,living comfortably,only fair,only fair,no,no,no,no,no,yes,no,no,no,no
5479,1013,finding it difficult to get by,good,good,yes,yes,no,yes,yes,no,yes,no,yes,no
5480,1224,living comfortably,excellent,good,yes,yes,yes,no,yes,no,no,no,no,no
5481,263670,doing okay,only fair,only fair,no,yes,no,no,yes,no,no,no,no,no
5482,4616,doing okay,good,only fair,yes,yes,no,yes,no,no,no,yes,no,no
5483,3660,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5484,1594,living comfortably,good,excellent,yes,no,yes,no,no,no,no,no,no,no
5485,1123,doing okay,good,good,no,yes,no,no,no,no,no,yes,no,no
5486,1085,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
5487,1103,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
5488,801,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
5489,1754,just getting by,excellent,good,yes,no,no,no,no,no,yes,no,no,no
5490,679,doing okay,good,good,no,yes,no,no,yes,no,no,no,no,no
5491,2189,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
5492,936,finding it difficult to get by,excellent,good,yes,yes,no,no,no,no,yes,yes,yes,yes
5493,1039,doing okay,only fair,good,no,no,no,no,yes,no,no,no,no,no
5494,648,just getting by,only fair,only fair,no,yes,no,no,no,no,no,no,no,yes
5495,1421,doing okay,poor,poor,no,no,no,no,no,no,yes,no,no,no
5496,1869,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
5497,1777,living comfortably,good,excellent,no,no,no,no,yes,no,no,no,no,no
5498,841,doing okay,good,only fair,yes,yes,no,no,yes,yes,no,no,no,no
5499,1518,finding it difficult to get by,poor,good,yes,no,no,yes,no,no,no,no,no,no
5500,981,doing okay,good,good,yes,no,no,yes,no,no,no,no,no,no
5501,2101,doing okay,good,only fair,yes,yes,yes,no,no,no,no,no,no,no
5502,743,doing okay,good,good,no,yes,no,no,yes,no,no,no,no,no
5503,1032,just getting by,good,good,no,no,no,no,no,no,yes,no,no,no
5504,1309,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5505,26120,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
5506,1829,doing okay,good,only fair,yes,yes,no,no,no,no,yes,no,no,yes
5507,1693,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
5508,1104,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
5509,2944,just getting by,poor,poor,yes,yes,no,yes,no,no,no,no,no,no
5510,988,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5511,1408,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5512,1446,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,yes,no
5513,2026,just getting by,poor,poor,yes,no,no,no,no,no,no,no,no,yes
5514,796,just getting by,poor,poor,yes,yes,yes,no,no,no,no,no,no,no
5515,760,living comfortably,good,only fair,no,no,yes,no,yes,no,no,no,no,no
5516,1678,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5517,661,living comfortably,good,only fair,yes,no,yes,no,yes,no,no,no,no,no
5518,866,doing okay,good,only fair,yes,yes,no,no,yes,no,no,no,no,no
5519,1056,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
5520,1009,living comfortably,excellent,excellent,no,no,yes,no,yes,no,no,no,no,no
5521,1251,doing okay,good,good,yes,no,yes,no,yes,no,no,no,no,no
5522,629,doing okay,only fair,only fair,yes,yes,yes,no,no,no,no,no,no,no
5523,1878,doing okay,only fair,only fair,no,no,no,no,no,no,no,no,no,yes
5524,706,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
5525,872,doing okay,good,good,yes,yes,no,no,yes,no,no,no,no,no
5526,2095,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
5527,1365,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5528,1091,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5529,14490,living comfortably,only fair,only fair,no,no,yes,no,yes,no,no,no,no,no
5530,1631,living comfortably,good,good,yes,yes,no,no,yes,no,no,no,no,no
5531,1599,doing okay,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
5532,1000,finding it difficult to get by,only fair,poor,no,yes,no,yes,no,no,yes,no,yes,no
5533,2740,just getting by,only fair,good,yes,yes,no,no,no,no,no,no,no,yes
5534,1641,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5535,1917,doing okay,only fair,only fair,yes,yes,no,yes,no,no,no,no,no,no
5536,1182,doing okay,only fair,good,no,yes,no,no,yes,no,no,no,no,no
5537,261080,doing okay,only fair,good,yes,yes,yes,no,no,no,no,no,no,no
5538,1397,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5539,942,living comfortably,good,good,yes,yes,no,no,yes,no,no,no,no,no
5540,543,doing okay,good,only fair,yes,yes,yes,no,no,no,no,no,no,no
5541,2373,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5542,12614,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5543,1457,just getting by,good,good,no,no,no,yes,no,no,yes,no,no,no
5544,926,living comfortably,poor,poor,yes,no,no,no,yes,no,no,no,no,no
5545,76247,living comfortably,only fair,only fair,no,no,yes,no,yes,yes,no,no,no,no
5546,1964,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
5547,2993,living comfortably,excellent,excellent,no,no,yes,no,no,no,no,no,no,no
5548,985,just getting by,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5549,3160,doing okay,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
5550,501,living comfortably,only fair,poor,no,yes,no,no,no,no,no,no,no,yes
5551,1940,doing okay,only fair,good,yes,yes,no,no,yes,no,no,no,yes,no
5552,2294,doing okay,good,good,no,no,no,yes,yes,no,no,no,no,no
5553,551,just getting by,only fair,only fair,no,no,,,,,,,,
5554,639,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
5555,1488,living comfortably,poor,good,yes,no,yes,no,no,no,no,no,no,no
5556,1540,just getting by,good,good,no,yes,no,no,yes,no,no,no,no,no
5557,1080,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
5558,1668,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5559,741,,good,only fair,no,,yes,no,no,no,no,no,no,no
5560,4618,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
5561,811,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
5562,638,living comfortably,excellent,excellent,yes,no,no,yes,no,no,no,no,no,no
5563,844,living comfortably,good,poor,no,no,yes,no,no,no,no,no,no,no
5564,1119,just getting by,good,good,yes,yes,yes,no,no,no,no,no,yes,no
5565,979,doing okay,good,good,no,yes,no,no,yes,no,no,no,no,no
5566,1449,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
5567,1117,doing okay,good,good,yes,no,yes,no,yes,no,no,no,no,no
5568,953,doing okay,only fair,only fair,yes,yes,yes,no,no,no,no,no,no,no
5569,1291,just getting by,only fair,poor,no,no,yes,no,no,no,no,no,no,no
5570,917,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
5571,744,doing okay,poor,poor,no,yes,no,no,yes,no,no,no,no,no
5572,3122,living comfortably,excellent,good,no,no,yes,no,yes,no,no,no,no,no
5573,848,just getting by,only fair,only fair,no,no,no,no,no,no,yes,no,no,no
5574,1318,finding it difficult to get by,good,good,yes,no,no,yes,no,no,yes,no,no,no
5575,1942,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5576,1248,living comfortably,only fair,poor,yes,yes,yes,no,yes,no,no,no,no,no
5577,1978,living comfortably,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
5578,1183,just getting by,only fair,only fair,no,no,no,no,no,no,no,no,no,yes
5579,922,doing okay,only fair,poor,yes,no,no,yes,yes,no,yes,no,yes,no
5580,643,doing okay,good,only fair,yes,no,yes,no,yes,no,no,no,no,no
5581,1218,finding it difficult to get by,good,only fair,no,yes,no,yes,no,no,no,no,no,yes
5582,803,doing okay,good,good,yes,yes,no,yes,no,no,no,no,no,no
5583,1790,doing okay,good,good,yes,yes,no,no,yes,no,no,no,no,no
5584,975,living comfortably,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
5585,678,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
5586,1333,just getting by,good,only fair,no,yes,no,yes,no,no,no,no,no,no
5587,951,living comfortably,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
5588,992,just getting by,only fair,only fair,yes,yes,no,yes,no,no,no,no,no,no
5589,1785,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5590,1130,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
5591,1470,finding it difficult to get by,poor,good,yes,yes,no,no,no,no,no,no,no,yes
5592,702,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
5593,1011,just getting by,poor,only fair,yes,yes,no,no,no,no,no,no,yes,no
5594,1384,doing okay,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
5595,1900,doing okay,good,good,yes,yes,yes,no,yes,no,no,no,no,no
5596,535,doing okay,good,only fair,yes,yes,no,no,yes,no,no,no,no,no
5597,1169,living comfortably,only fair,poor,no,no,yes,no,yes,no,no,no,no,no
5598,4000,living comfortably,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
5599,1340,living comfortably,only fair,excellent,yes,no,no,no,yes,no,no,no,no,no
5600,1227,just getting by,only fair,only fair,yes,yes,no,yes,no,no,no,no,no,no
5601,837,living comfortably,only fair,good,no,no,yes,no,no,no,no,no,no,no
5602,1396,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
5603,87827,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
5604,1327,living comfortably,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
5605,1214,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5606,634,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
5607,1028,doing okay,good,good,yes,yes,yes,no,yes,no,no,no,no,no
5608,1327,doing okay,poor,poor,yes,yes,no,no,yes,no,no,no,no,no
5609,764,doing okay,excellent,excellent,no,no,yes,no,no,no,no,no,no,no
5610,1168,living comfortably,excellent,good,no,no,no,no,yes,no,no,no,no,no
5611,447616,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
5612,1036,just getting by,good,good,yes,no,no,no,yes,no,no,no,no,no
5613,1563,doing okay,only fair,only fair,no,no,no,yes,no,no,no,no,no,no
5614,1356,living comfortably,excellent,excellent,no,no,yes,no,yes,no,no,no,no,no
5615,6792,finding it difficult to get by,only fair,only fair,no,yes,no,no,no,no,yes,no,yes,yes
5616,1909,just getting by,only fair,poor,no,no,yes,no,no,no,no,no,no,no
5617,1137,doing okay,good,only fair,yes,no,no,yes,no,no,no,no,no,no
5618,781,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5619,1251,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
5620,1153,just getting by,good,only fair,yes,no,no,no,no,no,yes,no,no,yes
5621,1176,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5622,2035,just getting by,good,good,yes,yes,no,yes,no,no,no,no,no,no
5623,1731,doing okay,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
5624,1082,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
5625,1755,just getting by,good,good,yes,yes,no,yes,no,no,no,no,no,no
5626,941,just getting by,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
5627,1063,just getting by,only fair,good,yes,no,yes,no,yes,no,no,no,no,no
5628,774,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
5629,853,living comfortably,excellent,good,no,no,no,no,yes,no,no,no,no,no
5630,661,doing okay,only fair,only fair,yes,no,no,no,no,no,no,no,no,yes
5631,1893,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
5632,1343,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5633,4883,just getting by,only fair,good,no,no,no,no,no,yes,yes,no,no,no
5634,1313,doing okay,only fair,only fair,no,no,no,no,no,yes,no,no,no,no
5635,88188,living comfortably,good,good,no,yes,yes,no,no,no,no,no,no,no
5636,514,doing okay,only fair,poor,yes,no,no,yes,no,no,no,no,no,no
5637,678,doing okay,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
5638,650,living comfortably,good,only fair,no,no,no,no,yes,no,no,no,no,no
5639,929,living comfortably,only fair,good,no,no,no,yes,yes,no,no,no,no,no
5640,993,doing okay,excellent,excellent,no,no,yes,no,no,no,no,no,no,no
5641,2700,just getting by,only fair,good,no,yes,no,yes,no,no,no,no,no,no
5642,775,doing okay,good,good,yes,yes,yes,no,no,no,no,no,no,no
5643,16794,doing okay,good,good,yes,yes,no,no,no,no,yes,no,no,no
5644,1311,doing okay,only fair,only fair,yes,no,no,no,no,no,no,no,no,yes
5645,15057,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
5646,843,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
5647,1118,just getting by,only fair,good,no,no,no,no,no,no,no,yes,no,no
5648,1059,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5649,932,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
5650,1467,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
5651,924,just getting by,good,good,no,yes,no,yes,no,no,no,no,no,no
5652,929,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
5653,695,living comfortably,good,poor,no,no,yes,no,no,no,no,no,no,no
5654,1343,living comfortably,only fair,good,yes,yes,yes,no,no,no,no,no,no,no
5655,746,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
5656,1244,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
5657,857,doing okay,only fair,poor,yes,yes,no,no,yes,no,no,no,no,no
5658,1614,finding it difficult to get by,only fair,only fair,yes,yes,no,yes,yes,no,no,no,yes,no
5659,1980,finding it difficult to get by,poor,poor,yes,yes,no,yes,no,no,no,no,no,no
5660,1202,doing okay,good,only fair,no,no,yes,no,no,no,no,no,no,no
5661,1407,finding it difficult to get by,poor,poor,no,yes,no,no,yes,no,no,no,no,no
5662,890,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
5663,2636,living comfortably,excellent,good,yes,yes,no,no,yes,no,no,no,no,no
5664,1331,doing okay,good,good,yes,no,yes,no,yes,no,no,no,no,no
5665,673,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5666,727,doing okay,good,only fair,yes,yes,no,no,yes,no,no,no,no,no
5667,813,living comfortably,good,only fair,no,no,no,no,yes,no,no,no,no,no
5668,1008,doing okay,good,only fair,no,no,no,no,no,no,yes,no,yes,no
5669,1298,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5670,974,living comfortably,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
5671,1122,living comfortably,good,good,yes,no,no,no,no,no,no,no,no,yes
5672,1377,doing okay,excellent,good,yes,no,no,no,yes,no,no,no,no,no
5673,765,doing okay,only fair,good,yes,no,yes,no,no,no,no,no,no,no
5674,2775,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5675,774,living comfortably,excellent,good,no,no,yes,no,yes,no,no,no,no,no
5676,2463,living comfortably,good,good,yes,yes,yes,no,no,no,no,no,no,no
5677,3518,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
5678,997,just getting by,only fair,good,yes,no,yes,no,yes,no,no,no,no,no
5679,1010,just getting by,only fair,only fair,yes,yes,no,no,yes,no,no,no,no,no
5680,1134,living comfortably,good,good,yes,yes,no,no,yes,no,no,no,no,no
5681,1488,doing okay,good,excellent,yes,no,no,no,yes,no,no,no,no,no
5682,583,just getting by,only fair,only fair,yes,no,no,no,no,no,yes,no,yes,no
5683,1253,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
5684,761,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
